company,year,theme,subtheme,keyword,count
Amazon,2024,Strategic Leadership,Boldness/discipline,capital discipline,0
Amazon,2025,Strategic Leadership,Boldness/discipline,capital discipline,0
Chevron,2013,Strategic Leadership,Boldness/discipline,capital discipline,0
Chevron,2018,Strategic Leadership,Boldness/discipline,capital discipline,0
Chevron,2020,Strategic Leadership,Boldness/discipline,capital discipline,0
Chevron,2021,Strategic Leadership,Boldness/discipline,capital discipline,1
Chevron,2022,Strategic Leadership,Boldness/discipline,capital discipline,0
Chevron,2023,Strategic Leadership,Boldness/discipline,capital discipline,0
Chevron,2024,Strategic Leadership,Boldness/discipline,capital discipline,0
Nvidia,2017,Strategic Leadership,Boldness/discipline,capital discipline,0
Nvidia,2018,Strategic Leadership,Boldness/discipline,capital discipline,0
Nvidia,2020,Strategic Leadership,Boldness/discipline,capital discipline,0
Nvidia,2021,Strategic Leadership,Boldness/discipline,capital discipline,0
Nvidia,2022,Strategic Leadership,Boldness/discipline,capital discipline,0
Nvidia,2023,Strategic Leadership,Boldness/discipline,capital discipline,0
Nvidia,2025,Strategic Leadership,Boldness/discipline,capital discipline,0
Shell,2014,Strategic Leadership,Boldness/discipline,capital discipline,0
Shell,2015,Strategic Leadership,Boldness/discipline,capital discipline,0
Shell,2016,Strategic Leadership,Boldness/discipline,capital discipline,2
Shell,2020,Strategic Leadership,Boldness/discipline,capital discipline,0
Shell,2022,Strategic Leadership,Boldness/discipline,capital discipline,1
Shell,2024,Strategic Leadership,Boldness/discipline,capital discipline,0
Shell,2025,Strategic Leadership,Boldness/discipline,capital discipline,0
Amazon,1997,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Amazon,2016,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Amazon,2020,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Amazon,2021,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Amazon,2022,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Amazon,2024,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",2
Amazon,2025,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Chevron,2013,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Chevron,2018,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Chevron,2020,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",1
Chevron,2021,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Chevron,2022,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Chevron,2023,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Chevron,2024,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Nvidia,2017,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Nvidia,2018,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Nvidia,2020,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Nvidia,2021,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Nvidia,2022,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Nvidia,2023,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Nvidia,2025,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Shell,2014,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Shell,2015,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Shell,2016,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Shell,2020,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Shell,2022,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Shell,2024,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Shell,2025,Strategic Leadership,Stewardship/accountability,"accountable [accountability] !account, accounts, accounting",0
Amazon,1997,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Amazon,2016,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Amazon,2020,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",2
Amazon,2021,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Amazon,2022,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Amazon,2024,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Amazon,2025,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",2
Chevron,2013,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",2
Chevron,2018,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",2
Chevron,2020,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Chevron,2021,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Chevron,2022,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Chevron,2023,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Chevron,2024,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Nvidia,2017,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Nvidia,2018,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",5
Nvidia,2020,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",2
Nvidia,2021,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Nvidia,2022,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Nvidia,2023,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Nvidia,2025,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",2
Shell,2014,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Shell,2015,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Shell,2016,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Shell,2020,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Shell,2022,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Shell,2024,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",1
Shell,2025,Strategic Leadership,Stewardship/accountability,"responsible [responsibility, responsibly, responsibilities]",0
Amazon,1997,Strategic Leadership,Stewardship/accountability,safety,0
Amazon,2016,Strategic Leadership,Stewardship/accountability,safety,0
Amazon,2020,Strategic Leadership,Stewardship/accountability,safety,5
Amazon,2021,Strategic Leadership,Stewardship/accountability,safety,3
Amazon,2022,Strategic Leadership,Stewardship/accountability,safety,0
Amazon,2024,Strategic Leadership,Stewardship/accountability,safety,0
Amazon,2025,Strategic Leadership,Stewardship/accountability,safety,0
Chevron,2013,Strategic Leadership,Stewardship/accountability,safety,5
Chevron,2018,Strategic Leadership,Stewardship/accountability,safety,4
Chevron,2020,Strategic Leadership,Stewardship/accountability,safety,0
Chevron,2021,Strategic Leadership,Stewardship/accountability,safety,0
Chevron,2022,Strategic Leadership,Stewardship/accountability,safety,0
Chevron,2023,Strategic Leadership,Stewardship/accountability,safety,0
Chevron,2024,Strategic Leadership,Stewardship/accountability,safety,0
Nvidia,2017,Strategic Leadership,Stewardship/accountability,safety,0
Nvidia,2018,Strategic Leadership,Stewardship/accountability,safety,0
Nvidia,2020,Strategic Leadership,Stewardship/accountability,safety,5
Nvidia,2021,Strategic Leadership,Stewardship/accountability,safety,2
Nvidia,2022,Strategic Leadership,Stewardship/accountability,safety,0
Nvidia,2023,Strategic Leadership,Stewardship/accountability,safety,4
Nvidia,2025,Strategic Leadership,Stewardship/accountability,safety,2
Shell,2014,Strategic Leadership,Stewardship/accountability,safety,1
Shell,2015,Strategic Leadership,Stewardship/accountability,safety,1
Shell,2016,Strategic Leadership,Stewardship/accountability,safety,2
Shell,2020,Strategic Leadership,Stewardship/accountability,safety,2
Shell,2022,Strategic Leadership,Stewardship/accountability,safety,2
Shell,2024,Strategic Leadership,Stewardship/accountability,safety,3
Shell,2025,Strategic Leadership,Stewardship/accountability,safety,2
Amazon,1997,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",2
Amazon,2016,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Amazon,2020,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Amazon,2021,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Amazon,2022,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Amazon,2024,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Amazon,2025,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Chevron,2013,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Chevron,2018,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Chevron,2020,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Chevron,2021,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Chevron,2022,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Chevron,2023,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Chevron,2024,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",1
Nvidia,2017,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Nvidia,2018,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Nvidia,2020,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Nvidia,2021,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Nvidia,2022,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Nvidia,2023,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Nvidia,2025,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Shell,2014,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Shell,2015,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Shell,2016,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Shell,2020,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Shell,2022,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Shell,2024,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",0
Shell,2025,Strategic Leadership,Stewardship/accountability,"trust [trusted, trusting, trusts]",4
Amazon,1997,Strategic Leadership,Stewardship/accountability,integrity,0
Amazon,2016,Strategic Leadership,Stewardship/accountability,integrity,0
Amazon,2020,Strategic Leadership,Stewardship/accountability,integrity,0
Amazon,2021,Strategic Leadership,Stewardship/accountability,integrity,0
Amazon,2022,Strategic Leadership,Stewardship/accountability,integrity,0
Amazon,2024,Strategic Leadership,Stewardship/accountability,integrity,0
Amazon,2025,Strategic Leadership,Stewardship/accountability,integrity,0
Chevron,2013,Strategic Leadership,Stewardship/accountability,integrity,0
Chevron,2018,Strategic Leadership,Stewardship/accountability,integrity,1
Chevron,2020,Strategic Leadership,Stewardship/accountability,integrity,0
Chevron,2021,Strategic Leadership,Stewardship/accountability,integrity,0
Chevron,2022,Strategic Leadership,Stewardship/accountability,integrity,0
Chevron,2023,Strategic Leadership,Stewardship/accountability,integrity,0
Chevron,2024,Strategic Leadership,Stewardship/accountability,integrity,0
Nvidia,2017,Strategic Leadership,Stewardship/accountability,integrity,0
